Unnamed: 0,_id,date,bug,__,bns,lbs,ats
91,I65484d817805b215d4e189e57769f1416aa26343,1546759890,0,0,0,0,0.0
92,I9f17c46396306c3f1d40e7703801f0ff865ee2c1,1546759431,0,0,0,0,0.0
93,Icd6d5d0d29665928a5603ced7943e260b206896d,1546759608,1,1,0,0,0.0
94,I01d2afaf73b561f9472fddf7bdb446f61beb0bac,1546758382,1,1,0,0,0.0
95,I4bc6b696e2d5aec45c00506ca54b611086900d00,1545368768,0,0,0,0,0.0
96,Id8029b4fb599268da0835eb38cafe8275363f821,1542935368,1,1,0,0,0.0
97,I2c1ec3922dc8bc43f2ef397c8523e2fc7f8f6054,1545283519,0,0,0,0,0.0
98,I6edbbb2cf103010bbc67ea0140bfec694652a685,1546578473,1,1,1,0,0.03448387340107978
99,I0ff0e6b51d5bf26c2d6a90738d3173332df713c1,1542761729,0,0,0,0,0.0
100,I95bb62b67f8fcbe22353e73017337162f01b98d7,1546728336,0,0,0,0,0.0
101,Ib7f1e44edea8e99793806f1d2d37e9b5a80d6212,1546704062,1,1,0,0,0.0
102,Id6fea102837a0b44e1107641aaa36e0afe4e2cad,1546869657,0,0,1,0,0.030893519976915675
103,I551e946f428c1ff69c4bcfa361743316b6c9ce9f,1546843561,1,1,0,0,0.0
104,I4f602b035c23af628ea7f9a417abc03b3514ab9b,1545442023,0,0,0,0,0.0
105,Ica705d67ebf1d3597db6d695837bb6517745c41d,1546862902,0,0,0,0,0.0
106,I0eb58eb8c77519df7f50d21d1742016b978e67a3,1546617806,0,0,0,0,0.0
107,I7de02f7ceb8f57b2a8ebdb16d2aa4376775ff933,1546622533,0,0,0,0,0.0
108,I26cf3aa9fbc5f20c9cebe95f369dfc77ee06e2f1,1546845985,0,0,0,0,0.0
109,I002dc6584d095aad6b8c954568f1259ae98c464c,1546590733,0,0,0,0,0.0
110,I3e2f68b47f4906fbdf4985389fd4a6763ebfd4fe,1541404002,0,0,0,0,0.0
111,I4efaf4c55c59f386aa2f646fdcaecb2826c4ef50,1546851833,0,0,0,0,0.0
112,I1fc84cd0a4f79dd8fc909d8211ae019d5cdfe9dc,1546851497,0,0,0,0,0.0
113,I35ac457109b309caee1eb13c39c06a44f65af530,1546822438,0,0,0,0,0.0
114,I2ef5a2cf5b66f517fd0f722715f6fdd90cee249b,1546819070,0,0,0,0,0.0
115,I125a9fd44899d3d287b9a2443b34b87007580246,1545385811,1,1,0,0,0.0
116,I4e3209694d2df85bda64990599b0111217b38dd8,1546846606,0,0,0,0,0.0
117,I1b5a5a4d10075221cdffae837e6e2dff6a2c60d5,1546845900,0,0,0,0,0.0
118,Iad1883ba7d6b04fe9a997abdf9c9e9fbb21001e9,1546694680,0,0,0,0,0.0
119,I505afb234dd71c17cf28ab3fff0c7eca22a3e5b0,1545890978,0,0,0,0,0.0
120,I70a44ba595b1987640a49075c69f0778c39eaeb4,1546593420,1,1,0,0,0.0
121,I24a6c609abe8e24341d6e28683476d9cd1881d00,1545359204,1,1,0,0,0.0
122,I6fb03d06a2cbe51e80b194ebefcf738302529885,1544788385,0,0,0,0,0.0
123,I7bd015e5bfca1cfdeb76bf23784c2fd6a8efd666,1546841964,0,0,0,0,0.0
124,I03e33d98952dfcfe2e1bb840cf6a65cf50a738d1,1544672679,0,0,0,0,0.0
125,I7ff074f14824773c81b11ecaecbb25337e5bf6a3,1546826083,0,0,0,0,0.0
126,Ife9c0bde5a0fca29fe530caad9e4953808182cf5,1544685980,0,0,0,0,0.0
127,I8386ed89d01614a9899421c13cb818d7fe8895a4,1546836829,0,0,0,0,0.0
128,Ibd01f594d43eefeedf477cd7af018753963abc2b,1546830557,0,0,0,0,0.0
129,I8a2b59b09af83cc3a74b59149a0528081abe963a,1546833707,0,0,0,0,0.0
130,I6e957f717b2b2e12bebacb5a2a2694eedb606892,1546832183,0,0,0,0,0.0
131,I42ae441c3a5d27226d1ee9e5d8d26f903f45846c,1546824885,0,0,0,0,0.0
132,I5eb43f5be925b7df99df8ca9dc7828931ad102e8,1542699907,0,0,0,0,0.0
133,I4ea7ec0c148c5e6dea19945ad60a4ca0f549d56d,1546826320,0,0,0,0,0.0
134,Idd879fd9f22b49f55a5c61634d8cc6db25425fe1,1546822519,0,0,0,0,0.0
135,I69cde3e2c65c8adee114c7a1ff28b21a2955c34f,1546598059,0,0,0,0,0.0
136,I6a3fd1f3239187869841dda2c686d323fd05e068,1545968586,1,1,0,0,0.0
137,I7351312d837aae17f871e39eb1011055c6ca991a,1546822438,1,1,0,0,0.0
138,I30648a71c42af47e5a45a1b293c452e482909430,1546821692,0,0,0,0,0.0
139,I568d7a404e4a56da51202e8565309cfc120e7c03,1546810630,0,0,1,0,0.5889811444230848
140,I7fe6ae40559d597ba76c82b0e30ff7795a3337f1,1546816972,0,0,0,0,0.0
141,I7481cc0d98997ef8c74d81e97eebd586d25dba93,1541747774,0,0,0,0,0.0
142,I68e8eae0a1cc43fa88d85341b96d1922fffaaca3,1546814384,0,0,0,0,0.0
143,I835ff375e5f732d990a2077182185ff1d53a08e7,1546594424,1,1,0,0,0.0
144,I0377c27a3262355c353ee78affd6d8b074e4494e,1545059464,1,1,0,0,0.0
145,I3fe7deb380696d00bb719f56dbf583fd14b99a60,1546530101,0,0,0,0,0.0
146,Ia6756dff9e345eb34999b2cb6ddef3384362de49,1546955375,1,1,0,0,0.0
147,Id6cdfab0483b55ec08a828f3dcdfe1c3bd0b02d4,1543889370,0,0,0,0,0.0
148,I874bdebaec7a04257a81aea4c8419f3a783cdf12,1546934390,0,0,0,0,0.0
149,I2b6f75186efbed4eedac04730eff248260fbbf5b,1546945514,0,0,0,0,0.0
150,Iac9af4546d7b4c2c16d537f87f6a38e1a618e51b,1546938345,0,0,0,0,0.0
151,I340428ee4bacd2dce019d5616ef12339a0c85f0b,1545145829,0,0,0,0,0.0
152,Ief6461ec2c41491373b86a9b657a364dc16ceaf7,1546950132,0,0,0,0,0.0
153,Ia8815a861ab25ebce516dbe3d000388c66f7566c,1546944480,0,0,0,0,0.0
154,Ife29a44cae2d5188673de2ada3de06cdb51da570,1546940130,1,1,0,0,0.0
155,I44962fe84093456962d5981545e3f7851ecb6e43,1545409751,0,0,0,0,0.0
156,Ie7e2b0252f9a41af369c31f691b22164219c4c07,1546938956,1,1,0,0,0.0
157,I451cb46ab1a195d1d3600f5a0ee1187c21dafbd9,1546930278,0,0,0,0,0.0
158,I3a17d5abe29d4f062ae465880f6535a3bcfb5ca7,1537164156,1,1,0,0,0.0
159,I9a8314a8bb7ef71b713f1001c3807283b2653ed4,1546864831,1,1,0,0,0.0
160,I826601929fdd571d2b6594a4c5b15b96b3e2541e,1546497393,1,1,0,0,0.0
161,I5e4a40fc8f97e6fbafc4b3aebca5858b50cbab6e,1546497393,0,0,0,0,0.0
162,I9ba8f6c9a18f645d988fd7c097fd3d15a89508bc,1546866716,0,0,0,0,0.0
163,I04fdde313364310bff175a679e5af2d4d63985b1,1546915819,0,0,0,0,0.0
164,I4a36bc7b77c15f52b95c751185bcbe1b2ad6751c,1546919013,0,0,0,0,0.0
165,I118a92c6adf371a8d656442163d87e6c44990921,1546411740,1,1,1,0,0.0369422426848801
166,Ia81dd4455371a428686d386995b59e03ec00e6d6,1546923213,0,0,0,0,0.0
167,I39855c0ad5626b3fc98ddfba67c1b845c3d00f04,1546496237,0,0,0,0,0.0
168,I1ed520c64166b91ef043ac39eeb3e44026ed59ba,1546923188,1,1,0,0,0.0
169,If3edd9eb06bb501a7a2141ec3f5b2246581a44da,1546852454,0,0,0,0,0.0
170,I4e673a77d96f1c0b1a4a2ed8b86cd1baa5b1bc99,1546852011,0,0,0,0,0.0
171,Ib93570fb4016f574217cac81f56f08b90f7d727b,1546921904,0,0,0,0,0.0
172,I19b55d35b2c4deb4cdef5128abd351aeb728564d,1546920574,0,0,0,0,0.0
173,I57da07b983ebd6d9658ef0314ed6a866fa2da3c8,1546919632,0,0,0,0,0.0
174,If04c23328f791bd425286fbcce4340e40945b7dd,1546918728,0,0,0,0,0.0
175,I9d24eb3cce56bd68e182933ed7bc7fb9fe90a343,1546918616,0,0,0,0,0.0
176,I6258809e551063a3eae2e0f5a15aaafb879e59eb,1546917685,0,0,0,0,0.0
177,I607ac705e3157bdc78b9b9c8fc46a8add1f4bc2d,1546479770,0,0,1,0,0.03589804953930836
178,I9e40546461579139f72ff51972443e98d4438ece,1546481055,0,0,1,0,0.035878893783940116
179,I277fcab7074589f5aa59820e4f3c76e05f3c2f00,1546916228,0,0,0,0,0.0
180,I2220485e487adcc551b8cfbb8426c261c8b3dbc8,1546900837,0,0,0,0,0.0
181,I776b78eb623b6ea0aca42f681788f2e4b1667f15,1518419818,0,0,0,0,0.0
182,I45be7e6cf48b934e30c3a7e4e536e8320465ab85,1546910838,1,1,0,0,0.0
183,I6716ba27423b0a28576d28fdc0bf75132f4ee45c,1546908415,0,0,0,0,0.0
184,Ic68f5eb2a990f4ef55b562e29be091bb5f5bddf4,1546906695,0,0,0,0,0.0
185,I3bf7c4a146b5b3fe091e96f9f1715f4407d08d6e,1546906328,0,0,0,0,0.0
186,Ife6309fdd384ad41b3b3170bd9da8731f788f845,1546905074,0,0,0,0,0.0
187,Ie8ba03c02cadbc7849880a878e8e07c83ebc9331,1546905074,0,0,0,0,0.0
188,Ia68d73033e87dcee73970b01f3cd32f666eb3101,1546851492,0,0,0,0,0.0
189,Iebc8f45dd396848297b95ea1a36bc98e95d73665,1545405817,0,0,0,0,0.0
190,I1720c39c3da96743bc86d08e8d02d1e6973ee4a6,1546883285,0,0,0,0,0.0
191,Ib45011678c3d941f8ecc1a1e0fdf4c09cdc337e3,1545789038,0,0,0,0,0.0
192,I7428e55302e673380b1ab024b5ee2fd71308b40f,1546823918,0,0,1,0,0.03140717217673514
193,I800930d34491ae5568d47ccc59271b6ad4a24c3d,1546799986,0,0,1,0,0.03168279653484081
194,Icc29c656dc9086f811fa495fce0826a030f1bd16,1546855817,0,0,0,0,0.0
195,I7ed954cac00cd3869da64b28807aae99fab98cca,1547034946,0,0,0,0,0.0
196,I012e19f963db43965323fbed2b5cc33550c28f8d,1547032700,0,0,0,0,0.0
197,I4874e8965e9ce8efe860836b0795ffc732f6bc5d,1547026262,0,0,0,0,0.0
198,Iad5fa0cab6db6cae4983cfc99adf3bb1d0cd046f,1547023691,0,0,0,0,0.0
199,I63317bd822b7669d23612814e9e5e05a98725f48,1546598843,0,0,0,0,0.0
200,I77fe44028605c8af83d80ce920eb54f3f245a907,1547020712,0,0,0,0,0.0
201,I5fbd2824a0ebb227f1decd69dde4a63b2cc0c2f4,1547020712,0,0,0,0,0.0
202,Ifa9a2b337916f09bb71f4a4181148afa8e890a4e,1546935664,0,0,0,0,0.0
203,I5e8cc617d1d0c3161d87b10b79109d07c4c9abb3,1547020550,1,1,0,0,0.0
204,I228f94ba6d8f915b66ca5f4e12baab0ba7f55ef0,1570017722,0,0,0,0,0.0
205,I198c2df06b95463641c00d7f9bf47a4dbdbb0a7a,1546529806,1,1,0,0,0.0
206,I356a2e25c65bd2529023c98d45de3ef8da526a47,1547005749,0,0,0,0,0.0
207,I1ef8571fd07f8a82bf68cc5302d4649581ef151b,1546481050,0,0,0,0,0.0
208,I0418b5854706562bcf2b50fbe920176e735cce60,1547015153,0,0,0,0,0.0
209,I621068c307c8163b4e3007194e5b48c7c34b24d2,1547015742,0,0,0,0,0.0
210,Id7fc505d81511c72f3d3354f4d9f9e303c0c7d8c,1547006742,0,0,0,0,0.0
211,Id3f05c901b597b268bafbf3edc02381ca36038c4,1547006360,0,0,0,0,0.0
212,Id91106f44758bae426a234e41f267dd3ee389465,1547011057,0,0,0,0,0.0
213,I8324a75a0507c44bff94b8267d7adb6ee3390f8b,1546924164,0,0,1,0,0.030302924021731126
214,I923d757d94c791f4f0a5f40a1f16ef810896ac97,1547001617,0,0,0,0,0.0
215,I8eee9ed51b0a4b3e5bcb379f20e5eb7e69fbb0af,1547005426,0,0,0,0,0.0
216,I78168ec330254740d6f7830b5d4fd2a0754fadc7,1547006823,0,0,0,0,0.0
217,I41a72432a3e5fd537a3690043bbaa36bc97fc853,1547006080,0,0,0,0,0.0
218,I2758d40022f155626fa72ec795990478314bc956,1546941851,0,0,0,0,0.0
219,I3cf1b7404a4f83c3c0e63ba0ceab8fbd271254e6,1547004990,0,0,0,0,0.0
220,Id1867d5703c7616cf9321d6742c70441593dee81,1539652838,0,0,0,0,0.0
221,Ic3ad1bd04c0c2e38a1a5f4e417ef58455c2d05f1,1546997333,0,0,0,0,0.0
222,Ic2d1d36cf14241a9230fd51350113ee89146a071,1546992366,0,0,0,0,0.0
223,I63c7395035f77d10d70cd40c04cd555e99f401d9,1546997008,0,0,0,0,0.0
224,I6d3f9c23a998d57e800b1bdf733199f2861b4782,1547000599,0,0,0,0,0.0
225,I699aa91b4de65762a95d228e570312588928dd0c,1546937630,0,0,0,0,0.0
226,I5feb92ad65ddd228a9cd993bbb5102bd48bbf973,1546989922,1,1,0,0,0.0
227,Ibedb1f62e08fccfac4eec847ffaf89d7fb55d621,1546955375,0,0,1,0,86400.0
228,Ia9def4d28c36a417421c71a47976e12527fc9386,1546955375,0,0,1,0,86400.0
229,I9aee310e9ed8b216878ed87d3854b88e4810520a,1546990114,0,0,0,0,0.0
230,I3d48009d37b6f6cc9accfdbf0586169048e85be9,1546990114,0,0,0,0,0.0
231,I22a244114ef973b3801cf3b639ff782f21c02f98,1546273963,0,0,0,0,0.0
232,Iff7f1a361dbd0d7edbd1208db20d571af4762349,1546588974,0,0,0,0,0.0
233,Iaa8ed23ee34eb9109270699926cbc62bf089b34a,1546069551,0,0,0,0,0.0
234,I23b2b284b9f452b61198708a9cf313019efa17b5,1544434208,0,0,0,0,0.0
235,I0274ddb3808479ca5b5f2613959e8f1eaef4d8ff,1546994486,0,0,0,0,0.0
236,Icebbb91d235cca68b8536738f7f6b5101ca03ce2,1547100404,0,0,0,0,0.0
237,I772d8350e3a962ae64df4705961921431d78c2f3,1547111184,0,0,0,0,0.0
238,Ib8329dcd881d5fee029553ded3c29dca7a4b3a8d,1547111305,0,0,0,0,0.0
239,Ia61c854c23ec6682e39d56efb808cbef5e60acdd,1545137838,0,0,0,0,0.0
240,I6b8f98e1342ea1dc0173da70058a814e7a6280a7,1546994486,0,0,0,0,0.0
241,I4b227f01be98503b6f7d328d2a5b0112c6afd01f,1546512899,0,0,0,0,0.0
242,Ia903880528347a4681825eeb4f8aaf9295679ef8,1547109946,0,0,0,0,0.0
243,I2b0e973b73cdafb07e40ef738afe3afc88a34f18,1544627389,0,0,0,0,0.0
244,I935c38f49f8b77a717866c980168a1cb3939c66e,1547098824,0,0,0,0,0.0
245,Ifa455f2342247efa155e2365d7270dd0325c6235,1546994486,0,0,0,0,0.0
246,I2968861416dff0c223867091761755886693b78e,1545271440,1,1,0,0,0.0
247,I43ebe6942a719e5fbd0f1bf858a10db3831b6512,1545310085,0,0,0,0,0.0
248,Ida482a45767e9c2f7a34302b53bd7d995c7812cb,1545310331,0,0,0,0,0.0
249,I6dae4700d1bb29f9129b1bb56dd374d5f6a7cf76,1546590295,0,0,0,0,0.0
250,Ib916460ed9ef16d6e71f69edcc30b4be3110c030,1547103072,0,0,0,0,0.0
251,I2e9d652240722c3cfb48ea10d99925f57172101b,1547041341,0,0,0,0,0.0
252,I9ad11bf3d506184ad2869f740ea5fdb6066ed981,1546847276,0,0,0,0,0.0
253,Ic8790a68c5733498b75f82d18c25b8fd2faf0284,1547098574,0,0,0,0,0.0
254,I9bbf3a7b3afdaf3c593aa640949cde0b3b5d7c93,1547096530,0,0,0,0,0.0
255,I83c5a04af8c733523e57d5b7d0bf991584ff3200,1547091821,0,0,0,0,0.0
256,I06d162c76f47be306ab72de8cef9fb2b42f85474,1547090936,0,0,0,0,0.0
257,I21bec965b700fbaed9f16e1ab47c5bc0431c8efb,1546929257,0,0,0,0,0.0
258,Iee9d7588372483d15738794ff6ccf8b5db04b620,1547083630,0,0,0,0,0.0
259,Ie27beea1855f893056e15a8e16af645a28bb3982,1545360392,1,1,0,0,0.0
260,Icc212a59684db3232615cf1ebc2645693717b686,1546923049,0,0,0,0,0.0
261,I61eb76e847f5972b01eab9faed06730b393596bb,1546700895,0,0,0,0,0.0
262,I629109160443a234b89359774c637196f2391737,1547043377,0,0,1,0,1.6937523279292703
263,I358357d2c128c2de97c5a97f71914cd7850fe035,1546961245,0,0,0,0,0.0
264,I928dab8b35e9562daf35d10f2e79a0a8635b2867,1546960161,0,0,0,0,0.0
265,Ia9376e2b2d7eb29107c5df7ba5aaa69aad18502a,1546989493,0,0,0,0,0.0
266,I6f7ac68751eeb88d89938724ccce2c1347d90521,1546869287,1,1,0,0,0.0
267,I6321c293ef13cd40e339f39f75f001598fd8027d,1547212238,0,0,0,0,0.0
268,I49545c0579e5dc3b8de1a99b9aa58696ac745138,1547200757,0,0,0,0,0.0
269,I610450d56243960ddcc4cc146e0da16602182a17,1546955422,0,0,0,0,0.0
270,I1434f834186cc9a6b4e52659e692b1000c926995,1547200024,0,0,0,0,0.0
271,Ib025790fbd6141895b43dd9c6170f5e9594b8c11,1547100762,0,0,0,0,0.0
272,I44c6510baaa36e595ef0831f33488ef4e522813a,1547121731,1,1,0,0,0.0
273,I8d0aedac52eae486fe1f08616e74ac7739dc4268,1547101796,0,0,0,0,0.0
274,I87d418480c003c068848b1ab8adc2d5ddf212d33,1547125822,0,0,0,0,0.0
275,Ib313bf1b19b7c172ecdcb9f701841bdd6ecdd42e,1547195406,0,0,0,0,0.0
276,I7cb0729a32aadd1acd57cd7a6a4c207fb436e470,1547192034,0,0,0,0,0.0
277,Ic2848497ed1503cddd7059f7636f494fe8f7e789,1547193628,0,0,0,0,0.0
278,I6ff0cd79af2bb61131f843b4c590a45bd61401ff,1547193905,0,0,0,0,0.0
279,I478361faba9acec4a544869f3c7a8958e9f10d34,1547193425,0,0,0,0,0.0
280,I63aa467bf875738af919a748bb33a8e22bd9cf49,1540329216,0,0,0,0,0.0
281,Ice04264fb74dd18b93b07b15cdf3209e21a27061,1547191178,0,0,0,0,0.0
282,Ideac81dcc4a1584f6be4088bbe410436f1c010db,1547134800,1,1,0,0,0.0
283,I417aa4364a31dbde72056cab9c786e33e506a1dc,1547129561,0,0,0,0,0.0
284,I2f38da17735fd9dbe98713f0b46e971358f98291,1547126982,0,0,0,0,0.0
285,I226862ff0cd3c1cd7ff3727705385e6b17cb8675,1547125698,0,0,0,0,0.0
286,I44ca2127c8ac1a8f1336d64c0f541e208f2cced8,1547027522,1,1,0,0,0.0
287,Idde307ad217bedce05423552e89a3f587add13ca,1547188476,0,0,0,0,0.0
288,Iec9f4d902face1d6512d3d27c4da074fdcd97d2d,1547074225,0,0,0,0,0.0
289,I87a903755f454a8eb9a39af336c4826ab78c3ca4,1547122518,0,0,0,0,0.0
290,I42b6c1bfb46a22ad73937336f2f8e6352bc07262,1547169909,1,1,0,0,0.0
291,I3dd075b14309063fc7e72fe693f6d28caa38304b,1547183094,0,0,0,0,0.0
292,I671f980f3806d9c90e81aa10e86640381189dcf6,1547173372,0,0,1,0,0.027867210163274758
